intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality
RX3736,1,4,2,10,2,22,31.17,32.54,44.13,0
RX3737,6,6,12,13,16,19,93.64,97.52,90.26,1
RX3738,4,6,8,10,19,23,67.64,58.06,67.76,0
RX3739,1,4,1,13,9,24,38.54,39.88,42.97,0
RX3740,3,4,11,12,15,22,77.03,70.62,63.69,1
RX3741,1,5,1,13,3,16,44.52,40.75,56.77,0
RX3742,5,7,9,10,13,19,65.84,65.5,70.09,0
RX3743,4,5,6,8,14,21,60.7,63.62,68.35,1
RX3744,4,5,6,10,22,24,71.01,50.75,79.66,1
RX3745,4,5,11,11,16,17,93.63,86.1,98.11,1
RX3746,1,5,4,13,7,21,32.6,26.68,40.1,0
RX3747,4,6,6,10,14,15,63.47,60.45,64.54,0
RX3748,4,5,7,9,22,22,94.46,99.24,90.23,1
RX3749,4,5,7,8,16,19,93.51,78.46,98.91,1
RX3750,1,6,3,9,1,17,39.47,32.75,56.23,0
RX3751,1,6,5,12,5,17,49.72,28.1,55.25,0
RX3752,4,5,11,13,12,16,50.83,65.33,74.66,1
RX3753,1,5,2,14,3,16,23.98,27.96,40.52,0
RX3754,2,7,2,11,1,20,28.82,20.59,49.46,0
RX3755,6,7,12,14,16,19,97.03,94.32,94.17,1
RX3756,3,4,8,13,17,19,58.11,61.16,81.9,0
RX3757,1,4,1,13,3,15,22.79,27.3,49.19,0
RX3758,3,5,13,14,17,20,70.47,53.23,80.03,0
RX3759,4,5,13,14,14,23,50.64,53.77,77.75,1
RX3760,1,5,5,13,5,23,22.13,32.89,45.24,0
RX3761,4,7,9,12,14,22,56.04,73.95,83.74,1
RX3762,3,4,4,8,13,15,77.88,52.72,72.97,1
RX3763,5,6,12,14,13,15,87.58,99.74,99.5,1
RX3764,7,7,8,10,21,21,85.94,76.73,89.29,1
RX3765,6,6,12,12,20,22,81.19,83.5,89.32,1
RX3766,5,7,8,9,16,18,69.88,59.38,61.64,0
RX3767,3,5,9,11,16,18,66.57,74.7,79.83,1
RX3768,4,5,8,12,15,18,68.98,62.64,60.47,1
RX3769,6,7,7,8,14,16,94.8,94.28,85.67,1
RX3770,3,4,9,10,21,22,83.74,88.03,97.86,1
RX3771,6,7,10,11,12,15,83.94,91.71,97.9,1
RX3772,4,5,6,9,12,19,78.86,66.53,83.06,0
RX3773,6,6,11,12,14,16,89.78,83.26,95.79,1
RX3774,2,4,7,10,14,22,71.6,72.26,84.75,0
RX3775,3,6,7,8,15,18,72.59,73.04,65.35,0
RX3776,2,7,5,13,1,21,38.83,31.42,55.84,0
RX3777,2,6,2,12,1,18,44.77,33.71,56.29,0
RX3778,3,6,8,9,15,20,77.39,64.94,81.16,0
RX3779,2,6,6,14,2,17,29.9,25.16,42.96,0
RX3780,1,4,2,8,3,22,31.43,26.52,54.88,0
RX3781,1,5,5,13,4,22,30.11,33.33,57.99,0
RX3782,1,6,3,13,5,18,29.74,30.59,58.25,0
RX3783,5,7,5,8,19,23,76.11,72.22,69.18,0
RX3784,3,6,9,14,19,24,70.26,50.26,67.13,1
RX3785,6,7,12,12,20,22,81.59,94.71,92.35,1
RX3786,5,5,14,14,15,15,83.19,81.42,92.56,1
RX3787,5,5,13,14,16,17,81.97,88.02,93.83,1
RX3788,1,6,4,13,3,19,42.82,35.75,41.39,0
RX3789,1,5,2,9,10,24,26.87,39.08,45.69,0
RX3790,1,6,4,11,5,15,47.55,24.04,48.26,0
RX3791,3,5,5,9,10,17,54.68,63.6,66.85,0
RX3792,1,4,2,14,5,17,34.77,34.28,52.42,0
RX3793,6,7,8,10,23,24,84.65,75.76,97.72,1
RX3794,2,4,8,9,21,23,61.91,56.71,83.35,1
RX3795,5,5,12,13,20,22,89.54,83.65,92.59,1
RX3796,3,6,6,10,12,17,71.9,72.09,61.97,0
RX3797,6,7,9,11,24,24,86.55,83.05,90.68,1
RX3798,1,4,2,13,1,22,47.46,37.63,40.55,0
RX3799,3,4,7,9,20,23,94.57,87.14,86.99,1
RX3800,1,7,4,11,1,22,34.98,44.08,45.58,0
RX3801,4,7,6,11,13,18,78.65,71.03,61.55,0
RX3802,4,5,6,8,19,21,84.81,97.2,97.79,1
RX3803,1,5,3,12,6,16,23.83,26.13,48.16,0
RX3804,3,4,13,13,20,22,92.62,83.41,97.17,1
RX3805,1,7,2,9,1,24,36.2,37.21,51.55,0
RX3806,4,5,10,10,20,23,90.56,77.84,89.06,1
RX3807,1,4,1,8,4,18,23.26,23.56,46.21,0
RX3808,1,4,2,8,7,19,35.58,24.22,48.6,0
RX3809,4,5,8,9,12,15,92.09,89.71,94.46,1
RX3810,4,5,8,9,16,22,75.16,56.61,60.81,1
RX3811,5,6,7,9,13,20,51.38,59.25,72.96,1
RX3812,3,4,6,9,15,20,52.93,70.64,81.01,0
RX3813,1,5,5,12,6,18,37.75,49.9,57.99,0
RX3814,4,5,8,10,19,21,65.69,57.88,72.1,0
RX3815,3,6,4,8,13,15,73.7,70.35,64.96,1
RX3816,3,4,13,14,20,24,60.53,52.7,60.98,1
RX3817,4,5,5,9,13,20,69.97,52.56,80.57,0
RX3818,4,4,12,13,18,18,98.96,88.47,94.58,1
RX3819,5,6,6,8,13,16,93.69,95.77,89.99,1
RX3820,2,4,9,10,19,21,74.11,65.92,67.72,1
RX3821,1,4,3,9,7,24,32.85,40.3,50.34,0
RX3822,3,5,6,11,16,19,61.4,51.61,84.7,0
RX3823,6,6,13,14,14,15,96.71,97.01,92.52,1
RX3824,3,4,6,11,15,24,73.96,68.97,68.95,0
RX3825,5,5,8,8,17,17,88.9,93.49,97.13,1
RX3826,1,4,5,12,4,23,44.34,27.02,48.2,0
RX3827,1,4,1,9,3,18,25.76,24.74,59.07,0
RX3828,2,7,4,13,4,18,37.97,35.24,49.55,0
RX3829,4,5,11,11,22,23,84.45,83.31,90.3,1
RX3830,6,7,6,10,11,15,79.43,74.78,68.9,1
RX3831,1,4,4,13,6,20,20.94,22.97,46.7,0
RX3832,2,6,2,13,6,20,22.59,22.61,51.12,0
RX3833,4,5,9,10,24,24,80.04,98.41,98.91,1
RX3834,5,7,4,8,19,22,58.33,68.49,66.14,1
RX3835,3,4,10,11,22,24,65.75,57.35,82.02,0
RX3836,7,7,12,12,19,19,95.03,83.17,93.8,1
RX3837,3,6,8,12,14,16,66.26,58.82,81.26,1
RX3838,2,7,2,11,1,21,44.36,45.24,53.4,0
RX3839,3,4,9,10,13,18,77.65,62.29,78.23,1
RX3840,1,4,2,11,10,23,41.04,47.7,55.16,0
RX3841,7,7,12,13,19,22,97.97,80.44,91.39,1
RX3842,3,5,9,11,21,22,71.9,67.46,79.02,1
RX3843,1,4,5,13,4,20,22.12,21.95,59.31,0
RX3844,6,6,9,9,15,18,96.03,85.54,94.17,1
RX3845,4,7,9,11,17,22,56.74,64.74,63.84,1
RX3846,6,6,9,11,19,19,85.54,98.67,97.71,1
RX3847,1,5,3,14,1,20,28.22,27.17,49.97,0
RX3848,6,6,14,14,20,22,94.2,80.14,86.74,1
RX3849,3,5,13,14,13,15,54.69,51.22,70.3,1
RX3850,6,7,11,11,20,20,81.04,84.98,86.5,1
RX3851,1,5,3,11,7,20,40.54,32.56,41.84,0
RX3852,2,7,1,11,5,23,34.33,45.77,58.73,0
RX3853,3,5,6,9,14,18,68.07,50.8,60.82,0
RX3854,6,7,10,12,10,17,59.45,50.54,80.29,0
RX3855,2,4,9,14,16,19,63.17,56.8,71.53,0
RX3856,1,6,5,13,9,23,37.25,33.99,52.94,0
RX3857,4,6,7,13,11,19,77.1,53.57,76.45,0
RX3858,1,7,5,12,1,16,44.22,39.67,42.83,0
RX3859,5,5,12,14,23,23,91.31,85.6,91.94,1
RX3860,6,7,7,10,18,22,53.5,68.27,69.23,1
RX3861,1,6,3,9,3,20,44.06,23.02,52.73,0
RX3862,5,5,8,8,13,15,87.66,77.67,87.01,1
RX3863,1,4,1,8,8,23,44.79,39.74,45.99,0
RX3864,7,7,13,13,16,16,90.62,94.12,86.18,1
RX3865,1,7,3,8,4,17,47.54,43.57,44.39,0
RX3866,2,6,1,9,7,17,31.02,32.77,49.64,0
RX3867,3,4,5,9,10,15,69.55,51.43,60.56,1
RX3868,1,4,1,9,8,22,31.87,32.47,52.87,0
RX3869,3,4,10,11,20,21,83.32,82.83,88.19,1
RX3870,2,6,2,13,7,17,44.88,27.99,40.45,0
RX3871,3,4,12,13,21,22,82.78,86.5,95.88,1
RX3872,5,6,8,8,23,23,82.44,92.64,99.58,1
RX3873,4,4,8,9,13,15,96.14,86.84,92.27,1
RX3874,3,4,9,9,17,18,80.29,78.59,88.2,1
RX3875,1,7,2,9,2,16,36.73,30.51,52.87,0
RX3876,3,4,14,14,22,24,81.74,90.68,90.91,1
RX3877,2,6,2,13,3,22,49.92,32.18,44.25,0
RX3878,1,4,1,13,5,19,34.48,33.61,55.92,0
RX3879,3,4,7,9,20,22,55.42,56.99,68.32,0
RX3880,2,4,8,10,22,24,68.63,65.39,78.47,1
RX3881,1,7,2,8,6,19,48.68,32.28,44.44,0
RX3882,4,5,11,13,18,18,92.67,85.76,89.79,1
RX3883,2,7,5,14,9,22,23.24,28.48,51.83,0
RX3884,3,4,11,13,22,23,98.1,84.89,93.46,1
RX3885,5,7,8,14,18,24,63.81,59.91,80.61,0
RX3886,2,6,4,12,2,15,33.47,30.32,54.38,0
RX3887,1,5,5,12,7,18,30.83,39.89,51.29,0
RX3888,1,4,5,12,1,21,23.81,46.1,56.85,0
RX3889,4,5,8,13,22,23,58.46,65.98,64.98,1
RX3890,7,7,13,13,18,19,93.23,89.33,90.03,1
RX3891,4,4,11,12,21,23,84.79,76.95,94.86,1
RX3892,4,5,8,10,22,22,99.66,91.02,97.67,1
RX3893,4,5,9,12,20,21,68.5,64.96,63.24,1
RX3894,5,6,10,13,13,18,65.72,59.96,77.93,1
RX3895,3,4,12,14,21,21,94.36,78.69,89.28,1
RX3896,1,5,3,10,2,23,20.76,38.11,54.28,0
RX3897,6,6,11,12,18,21,94.9,96.7,95.11,1
RX3898,6,6,14,14,22,23,93.46,94.75,89.97,1
RX3899,6,7,10,12,19,21,85.48,76.55,94.21,1
RX3900,3,4,13,14,18,23,73.14,62.48,68.85,1
RX3901,2,6,1,13,6,16,35.19,24.4,40.5,0
RX3902,5,7,7,13,15,18,71.29,64.71,72.0,0
RX3903,2,4,8,14,15,22,68.0,67.44,71.6,0
RX3904,4,7,5,8,12,21,50.75,52.09,79.41,1
RX3905,1,5,4,12,7,18,39.67,39.42,55.19,0
RX3906,6,7,11,12,15,17,82.7,88.01,86.04,1
RX3907,4,5,10,12,13,16,64.03,51.7,65.24,1
RX3908,3,4,9,13,19,23,50.58,55.87,74.69,1
RX3909,1,4,2,10,4,20,40.02,27.52,56.26,0
RX3910,3,5,8,10,18,22,69.03,51.31,84.29,0
RX3911,4,5,11,11,15,17,99.48,95.49,86.1,1
RX3912,1,7,1,12,8,23,22.22,32.8,57.63,0
RX3913,7,7,9,10,20,20,86.58,84.84,91.77,1
RX3914,6,7,8,8,22,22,93.07,88.49,94.12,1
RX3915,1,4,4,11,3,19,35.96,43.4,53.08,0
RX3916,3,4,9,14,12,16,51.69,71.44,80.18,0
RX3917,5,7,11,13,10,16,67.25,56.76,64.32,0
RX3918,6,7,8,10,19,22,91.08,90.23,92.05,1
RX3919,5,7,6,11,22,24,72.01,61.73,76.12,0
RX3920,1,5,6,14,6,17,38.4,30.68,42.36,0
RX3921,4,6,6,8,12,19,66.28,71.28,68.35,1
RX3922,1,4,4,14,6,21,33.94,45.41,58.75,0
RX3923,3,4,8,14,19,23,78.48,62.74,64.65,0
RX3924,4,7,7,12,19,23,72.76,60.64,61.84,0
RX3925,1,4,1,10,8,20,30.72,44.48,50.19,0
RX3926,1,5,2,11,2,23,45.29,20.6,44.67,0
RX3927,4,5,11,12,14,22,52.56,72.41,84.5,0
RX3928,1,6,2,11,1,17,44.79,26.25,47.76,0
RX3929,2,6,3,11,3,22,41.52,49.4,43.07,0
RX3930,5,7,7,8,17,24,62.29,60.47,73.18,0
RX3931,7,7,11,13,23,24,89.19,98.69,98.52,1
RX3932,1,7,4,10,2,16,42.83,40.61,48.32,0
RX3933,2,6,1,9,8,23,27.39,26.76,40.68,0
RX3934,6,6,13,14,18,19,82.4,86.53,86.84,1
RX3935,3,5,7,10,18,21,54.33,65.84,70.12,0
RX3936,7,7,11,11,12,15,84.24,82.35,95.6,1
RX3937,2,4,4,8,14,21,70.67,50.01,61.49,1
RX3938,5,5,9,10,21,24,88.34,76.16,89.59,1
RX3939,1,4,4,13,6,15,34.25,26.27,41.82,0
RX3940,2,6,2,10,10,23,35.01,21.41,45.61,0
RX3941,1,7,1,11,5,24,41.4,21.28,45.17,0
RX3942,1,4,3,9,3,23,24.5,42.32,51.88,0
RX3943,3,4,6,11,13,23,70.62,60.55,83.21,1
RX3944,1,6,3,10,3,23,41.48,26.64,54.03,0
RX3945,1,4,1,8,1,16,20.72,21.31,40.59,0
RX3946,1,4,1,12,4,23,34.85,32.88,40.23,0
RX3947,1,5,4,14,5,20,41.31,35.75,53.7,0
RX3948,3,4,8,10,15,17,81.75,86.07,88.86,1
RX3949,5,6,11,11,17,18,83.77,95.39,97.9,1
RX3950,4,5,5,8,13,16,51.09,71.43,73.21,0
RX3951,6,6,10,10,15,15,84.22,97.06,94.96,1
RX3952,4,5,10,11,24,24,92.84,75.71,90.55,1
RX3953,1,6,6,14,2,24,28.01,38.63,58.89,0
RX3954,3,6,5,8,19,20,65.62,66.54,68.94,0
RX3955,1,5,3,13,4,17,30.36,33.28,47.68,0
RX3956,5,5,10,11,21,24,96.86,85.17,96.19,1
RX3957,3,5,9,13,23,24,70.65,68.92,65.18,1
RX3958,3,4,11,13,19,24,65.49,73.6,71.95,0
RX3959,4,4,11,11,18,19,90.58,75.5,85.9,1
RX3960,3,4,5,8,12,16,76.99,67.54,84.15,0
RX3961,5,6,11,12,21,22,78.27,63.79,72.38,0
RX3962,4,5,11,11,19,22,93.56,91.36,95.43,1
RX3963,5,6,7,8,15,19,62.32,62.83,61.63,1
RX3964,1,5,1,10,6,18,47.18,49.81,48.44,0
RX3965,5,5,9,9,18,19,96.71,92.78,88.91,1
RX3966,2,6,3,10,3,18,29.77,43.73,43.44,0
RX3967,3,6,7,8,15,21,51.52,60.61,64.56,1
RX3968,6,7,12,12,20,21,84.11,98.28,94.82,1
RX3969,5,6,7,9,15,16,63.21,60.57,76.6,1
RX3970,5,6,10,11,18,21,80.52,94.28,86.23,1
RX3971,2,4,12,14,12,17,56.94,59.76,77.38,1
RX3972,4,5,5,9,14,22,54.52,65.84,76.85,0
RX3973,4,5,7,11,13,19,60.32,62.36,80.47,0
RX3974,1,5,2,13,8,22,47.13,48.26,41.88,0
RX3975,1,4,5,13,3,15,35.05,24.97,46.66,0
RX3976,7,7,11,11,20,20,82.12,87.11,97.75,1
RX3977,1,5,2,13,6,19,41.25,33.97,43.01,0
RX3978,2,4,9,11,21,22,58.49,58.27,77.49,0
RX3979,3,5,9,13,11,19,64.77,61.78,63.7,1
RX3980,5,6,6,8,22,22,90.15,97.03,85.59,1
RX3981,4,4,12,12,21,21,86.09,91.09,91.49,1
RX3982,6,7,10,10,16,16,89.89,83.08,91.19,1
RX3983,5,6,7,9,22,23,84.29,88.62,87.21,1
RX3984,1,6,2,9,4,19,33.64,44.67,55.37,0
RX3985,3,4,9,11,19,21,91.18,81.26,99.11,1
RX3986,4,6,6,8,15,17,53.67,52.45,69.62,1
RX3987,3,4,13,14,19,19,93.25,98.92,93.83,1
RX3988,1,5,1,12,3,18,31.62,37.82,42.13,0
RX3989,4,5,11,11,19,19,98.49,89.39,94.57,1
RX3990,4,5,7,8,14,20,79.75,58.72,63.23,0
RX3991,5,5,11,13,23,24,87.11,76.86,97.85,1
RX3992,1,5,3,11,6,19,39.26,42.48,50.41,0
RX3993,3,4,5,8,13,18,71.73,58.01,69.94,0
RX3994,6,7,12,12,16,19,92.53,95.28,99.8,1
RX3995,2,4,9,10,18,22,76.14,72.41,76.27,1
RX3996,1,7,5,14,3,19,23.2,44.82,45.48,0
RX3997,1,5,2,13,11,24,32.26,42.24,42.01,0
RX3998,4,4,7,8,13,16,87.78,90.99,91.42,1
RX3999,4,5,8,14,19,24,53.99,54.38,79.98,1
RX4000,2,7,2,13,6,23,27.91,35.64,59.36,0
RX4001,2,7,1,14,7,17,32.11,39.74,47.7,0
RX4002,3,6,7,13,20,23,53.7,56.29,74.07,1
RX4003,1,5,2,9,10,23,40.71,40.94,42.6,0
RX4004,1,4,3,14,9,20,33.57,43.22,41.69,0
RX4005,3,5,7,12,12,19,79.67,64.74,68.19,1
RX4006,1,4,5,13,4,15,45.17,37.89,58.76,0
RX4007,4,5,11,12,18,21,83.37,78.23,93.46,1
RX4008,4,4,7,8,16,18,80.95,88.75,99.92,1
RX4009,1,7,2,8,10,24,48.42,35.66,44.19,0
RX4010,5,5,12,13,15,17,97.07,97.51,90.83,1
RX4011,1,5,3,9,3,19,44.87,20.09,52.89,0
RX4012,6,7,12,14,19,22,85.29,76.29,99.11,1
RX4013,2,4,7,13,17,21,66.86,67.76,78.77,1
RX4014,1,4,3,9,10,22,34.94,38.47,59.16,0
RX4015,6,7,8,13,9,15,79.02,53.11,72.68,1
RX4016,6,7,13,13,20,22,89.16,79.04,95.57,1
RX4017,1,5,3,13,5,17,36.65,44.05,50.28,0
RX4018,7,7,8,8,24,24,96.8,97.59,99.17,1
RX4019,1,7,3,12,3,19,24.64,28.73,41.49,0
RX4020,2,7,1,11,2,16,31.31,27.14,57.53,0
RX4021,4,7,5,9,12,21,60.4,63.17,66.94,1
RX4022,2,4,6,8,12,20,57.88,59.96,69.56,0
RX4023,1,4,1,12,1,19,25.51,29.35,51.19,0
RX4024,2,7,3,8,6,21,21.72,22.65,45.26,0
RX4025,1,7,3,8,3,16,41.28,32.52,58.29,0
RX4026,5,5,10,12,12,15,84.53,80.82,99.78,1
RX4027,4,7,7,10,13,23,71.42,56.04,62.08,1
RX4028,1,4,1,10,8,23,32.03,29.78,59.53,0
RX4029,1,7,1,13,2,15,44.96,35.03,43.21,0
RX4030,2,4,11,12,20,23,73.61,52.54,79.34,0
RX4031,2,7,2,8,10,22,39.73,25.47,47.88,0
RX4032,5,6,9,12,14,21,57.38,55.72,67.06,1
RX4033,4,7,8,14,14,17,64.69,61.48,78.5,1
RX4034,1,5,2,10,3,22,46.74,42.28,43.51,0
RX4035,4,6,7,13,14,22,61.77,73.79,83.14,1
RX4036,3,5,6,10,12,19,61.98,70.89,74.45,0
RX4037,3,4,11,13,14,24,52.48,73.38,71.88,0
RX4038,4,6,8,10,17,20,70.68,50.55,82.77,0
RX4039,3,4,14,14,17,17,93.27,82.63,95.34,1
RX4040,4,4,12,13,16,18,88.17,76.87,95.6,1
RX4041,3,6,6,8,21,23,56.69,59.7,81.42,1
RX4042,6,7,9,12,10,18,68.44,70.7,71.05,0
RX4043,4,5,8,8,20,21,91.37,92.58,98.13,1
RX4044,1,4,2,10,6,15,40.0,25.16,50.91,0
RX4045,3,4,10,10,16,18,92.31,92.88,95.28,1
RX4046,5,7,5,8,17,21,53.08,66.53,67.28,0
RX4047,6,6,6,8,17,17,95.35,86.89,88.21,1
RX4048,3,4,9,10,20,20,84.1,91.82,87.05,1
RX4049,4,5,5,8,13,20,55.18,72.15,76.36,0
RX4050,3,4,9,12,21,24,74.62,60.32,80.68,0
RX4051,6,7,8,10,22,23,89.23,99.76,92.57,1
RX4052,4,6,8,11,18,20,50.58,52.99,64.03,1
RX4053,2,7,4,11,3,20,39.0,49.29,42.36,0
RX4054,7,7,12,13,20,23,98.59,76.68,89.56,1
RX4055,5,6,11,13,16,18,93.87,97.08,99.65,1
RX4056,2,7,1,11,5,22,47.07,26.02,55.19,0
RX4057,5,7,9,12,10,18,78.94,64.45,81.0,1
RX4058,1,7,2,12,3,19,21.51,42.62,44.72,0
RX4059,4,5,8,11,11,17,55.67,66.98,62.06,1
RX4060,1,5,1,11,1,22,38.75,45.35,58.2,0
RX4061,1,7,3,13,1,22,25.48,23.73,40.9,0
RX4062,3,4,8,9,17,17,96.98,76.81,96.19,1
RX4063,5,6,11,13,18,21,88.23,76.2,97.46,1
RX4064,3,4,6,9,18,23,67.29,64.57,81.5,0
RX4065,7,7,8,9,21,23,89.48,81.01,97.41,1
RX4066,1,7,2,8,4,18,37.2,48.85,57.21,0
RX4067,5,6,13,14,14,16,92.22,80.43,94.22,1
RX4068,2,7,3,9,6,18,36.87,45.55,44.83,0
RX4069,1,4,1,8,3,19,25.39,22.51,48.91,0
RX4070,5,6,13,14,17,20,83.84,90.79,98.31,1
RX4071,3,6,10,12,21,24,77.3,60.78,82.61,0
RX4072,5,6,12,14,23,23,83.48,91.54,97.37,1
RX4073,4,5,7,13,12,20,52.96,52.51,66.56,1
RX4074,6,6,12,14,22,23,80.44,88.67,94.46,1
RX4075,3,4,5,8,12,17,71.62,63.5,80.63,0
RX4076,2,4,10,12,17,22,58.19,50.49,61.66,1
RX4077,1,7,1,14,10,24,46.45,46.85,45.78,0
RX4078,1,5,3,10,5,23,40.33,36.89,57.26,0
RX4079,5,6,11,12,15,15,82.77,86.16,94.84,1
RX4080,4,5,5,9,16,22,60.32,71.79,72.63,1
RX4081,1,5,3,12,6,23,36.18,33.74,44.85,0
RX4082,1,4,2,9,1,15,24.57,36.81,43.38,0
RX4083,7,7,11,13,16,18,98.33,97.42,99.76,1
RX4084,5,6,4,8,17,20,55.32,55.51,67.87,0
RX4085,1,5,1,14,10,22,31.51,27.43,52.46,0
RX4086,3,5,4,8,19,24,59.64,70.07,84.29,1
RX4087,4,7,11,13,13,20,50.21,56.64,82.64,0
RX4088,4,5,8,9,11,19,60.87,58.16,66.3,0
RX4089,3,6,7,9,15,16,56.94,69.89,73.36,0
RX4090,2,7,2,10,1,20,35.66,35.9,53.75,0
RX4091,7,7,7,8,19,21,83.73,97.36,92.24,1
RX4092,5,7,12,14,22,24,51.67,63.45,68.4,0
RX4093,4,4,9,11,15,18,96.82,85.51,98.01,1
RX4094,4,5,7,9,15,18,95.79,85.74,86.91,1
RX4095,4,4,11,13,14,15,81.86,82.11,86.38,1
RX4096,4,4,9,9,23,24,92.91,98.09,99.2,1
RX4097,3,6,7,10,16,23,69.07,63.68,80.53,1
RX4098,4,6,9,12,14,21,56.86,58.47,75.43,1
RX4099,3,4,7,9,15,15,80.61,96.23,90.76,1
RX4100,6,6,12,12,14,15,97.75,80.43,86.61,1
RX4101,1,6,2,10,2,19,45.09,34.57,46.38,0
RX4102,6,6,8,10,22,23,80.58,97.77,98.36,1
RX4103,1,7,1,9,5,23,33.65,47.65,49.84,0
RX4104,2,7,3,11,5,22,37.96,39.25,56.33,0
RX4105,4,5,9,12,19,20,60.45,62.99,83.42,1
RX4106,1,4,2,13,4,17,21.71,43.42,54.11,0
RX4107,3,5,11,14,9,15,77.55,63.63,68.0,0
RX4108,3,4,9,14,18,20,50.34,56.76,62.3,0
RX4109,2,6,4,13,7,21,39.8,25.06,48.96,0
RX4110,5,7,8,13,13,16,66.37,69.32,68.52,0
RX4111,4,7,10,11,11,18,58.56,58.81,67.58,0
RX4112,5,6,8,9,21,21,85.71,80.21,93.72,1
RX4113,5,6,10,12,19,19,80.04,76.92,91.94,1
RX4114,1,6,1,11,2,16,31.29,38.35,43.36,0
RX4115,6,7,12,12,17,19,80.98,75.7,92.28,1
RX4116,5,7,7,11,16,18,77.94,66.06,81.94,0
RX4117,5,7,7,13,14,18,60.25,57.13,84.08,1
RX4118,4,4,12,13,14,16,89.93,93.44,96.74,1
RX4119,1,4,4,10,2,24,33.29,26.03,51.85,0
RX4120,4,6,7,10,12,18,67.12,52.22,66.12,1
RX4121,6,7,4,8,15,17,60.58,59.16,78.63,1
RX4122,3,4,13,13,21,21,95.09,91.73,97.17,1
RX4123,4,7,6,11,20,23,79.68,62.41,81.61,0
RX4124,2,6,4,11,7,18,22.46,21.27,49.37,0
RX4125,4,5,8,8,14,16,94.03,94.23,92.58,1
RX4126,1,5,3,10,4,17,38.74,29.58,40.41,0
RX4127,4,5,6,9,9,15,77.94,63.47,71.55,0
RX4128,4,5,7,11,20,22,67.67,74.24,67.44,1
RX4129,2,4,6,8,19,24,52.45,57.36,84.67,1
RX4130,5,7,7,11,17,20,55.38,51.29,81.26,1
RX4131,3,5,5,8,15,24,60.9,55.06,74.88,1
RX4132,5,5,6,8,19,20,83.73,76.88,92.92,1
RX4133,4,4,9,10,20,23,88.08,75.39,98.66,1
RX4134,5,5,9,10,22,22,81.57,98.57,89.64,1
RX4135,4,6,5,9,18,21,78.79,60.45,67.84,0
RX4136,4,5,8,11,19,23,75.05,71.18,70.31,0
RX4137,1,4,4,11,4,15,48.16,25.84,41.33,0
RX4138,5,5,12,14,16,18,83.99,99.44,98.79,1
RX4139,6,7,6,10,21,22,51.79,65.68,65.13,1
RX4140,3,5,5,8,15,16,65.98,64.95,60.33,0
RX4141,3,4,11,13,9,16,57.24,68.9,64.19,1
RX4142,6,7,8,10,19,21,61.06,72.97,82.46,1
RX4143,5,6,11,12,10,16,79.96,69.03,66.04,0
RX4144,5,7,11,12,16,20,68.41,52.24,72.96,1
RX4145,4,5,10,10,23,24,99.11,75.1,96.64,1
RX4146,4,5,8,10,15,17,84.82,80.66,92.38,1
RX4147,5,7,9,13,18,20,74.56,58.37,76.26,0
RX4148,4,4,8,8,12,15,97.84,77.98,90.72,1
RX4149,4,5,9,9,22,24,96.38,87.55,86.18,1
RX4150,3,4,7,10,12,19,63.35,68.85,77.85,0
RX4151,2,6,1,9,3,15,38.87,20.36,54.22,0
RX4152,3,4,6,8,19,22,85.23,99.89,87.34,1
RX4153,1,5,4,12,5,23,26.45,39.99,43.73,0
RX4154,3,5,6,10,13,16,52.88,58.84,66.09,1
RX4155,1,4,4,14,3,18,29.34,25.62,53.86,0
RX4156,2,7,2,8,8,22,32.21,24.22,54.83,0
RX4157,1,6,3,8,9,22,34.61,20.0,57.77,0
RX4158,2,7,2,13,8,18,26.25,38.22,50.74,0
RX4159,1,5,3,10,7,23,40.76,21.46,55.02,0
RX4160,3,4,12,14,16,20,58.81,50.02,66.75,0
RX4161,2,6,3,8,4,17,22.86,36.31,57.21,0
RX4162,7,7,7,8,22,23,96.12,83.75,93.14,1
RX4163,4,4,9,9,13,15,82.49,96.32,97.51,1
RX4164,2,7,4,10,1,20,26.29,41.91,42.02,0
RX4165,4,4,11,12,15,18,95.54,88.79,85.89,1
RX4166,4,7,8,13,14,18,67.71,67.77,73.16,1
RX4167,3,4,9,11,13,16,89.2,92.65,96.97,1
RX4168,6,6,11,12,14,17,86.71,87.16,85.02,1
RX4169,5,6,8,10,19,21,88.7,87.98,99.88,1
RX4170,6,7,5,8,14,16,78.22,56.48,84.75,1
RX4171,3,4,11,13,19,20,91.62,91.32,96.8,1
RX4172,1,7,3,8,1,24,31.1,45.39,41.4,0
RX4173,5,7,9,11,22,24,73.07,52.16,63.59,1
RX4174,6,7,9,10,23,24,84.65,77.34,88.95,1
RX4175,3,4,13,14,20,20,98.07,79.89,99.58,1
RX4176,3,5,7,10,16,19,76.76,51.18,78.88,0
RX4177,5,7,10,11,11,19,68.64,56.19,82.58,0
RX4178,4,4,13,14,23,24,86.66,90.66,86.98,1
RX4179,4,4,12,13,16,19,87.12,90.78,98.7,1
RX4180,5,6,10,13,14,18,77.07,57.79,82.79,1
RX4181,1,5,3,11,8,24,41.1,28.99,45.45,0
RX4182,2,6,3,12,2,15,39.81,25.92,55.01,0
RX4183,3,4,9,9,18,18,82.21,84.65,86.17,1
RX4184,2,6,2,10,5,21,34.2,33.44,43.68,0
