attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,performance
43.21,0,14.285714285714285,44.96,35.03,13.333333333333334,12.0,7.6923076923076925,Poor
79.34,0,50.0,73.61,52.54,86.95652173913044,78.26086956521739,91.66666666666666,Average
47.88,0,28.57142857142857,39.73,25.47,45.45454545454545,40.90909090909091,25.0,Poor
67.06,100,83.33333333333334,57.38,55.72,66.66666666666666,59.99999999999999,75.0,Average
78.5,100,57.14285714285714,64.69,61.48,82.35294117647058,74.11764705882352,57.14285714285714,Average
43.51,0,20.0,46.74,42.28,13.636363636363635,12.272727272727272,20.0,Poor
83.14,100,66.66666666666666,61.77,73.79,63.63636363636363,57.27272727272727,53.84615384615385,Average
74.45,0,60.0,61.98,70.89,63.1578947368421,56.84210526315789,60.0,Average
71.88,0,75.0,52.48,73.38,58.333333333333336,52.5,84.61538461538461,Average
82.77,0,66.66666666666666,70.68,50.55,85.0,76.5,80.0,Average
95.34,100,75.0,93.27,82.63,100.0,90.0,100.0,Good
95.6,100,100.0,88.17,76.87,88.88888888888889,80.0,92.3076923076923,Good
81.42,100,50.0,56.69,59.7,91.30434782608695,82.17391304347827,75.0,Average
71.05,0,85.71428571428571,68.44,70.7,55.55555555555556,50.0,75.0,Average
98.13,100,80.0,91.37,92.58,95.23809523809523,85.71428571428571,100.0,Good
50.91,0,25.0,40.0,25.16,40.0,36.0,20.0,Poor
95.28,100,75.0,92.31,92.88,88.88888888888889,80.0,100.0,Good
67.28,0,71.42857142857143,53.08,66.53,80.95238095238095,72.85714285714286,62.5,Average
88.21,100,100.0,95.35,86.89,100.0,90.0,75.0,Good
87.05,100,75.0,84.1,91.82,100.0,90.0,90.0,Good
76.36,0,80.0,55.18,72.15,65.0,58.5,62.5,Average
80.68,0,75.0,74.62,60.32,87.5,78.75,75.0,Average
92.57,100,85.71428571428571,89.23,99.76,95.65217391304348,86.08695652173914,80.0,Good
64.03,100,66.66666666666666,50.58,52.99,90.0,81.0,72.72727272727273,Average
42.36,0,28.57142857142857,39.0,49.29,15.0,13.5,36.36363636363637,Poor
89.56,100,100.0,98.59,76.68,86.95652173913044,78.26086956521739,92.3076923076923,Good
99.65,100,83.33333333333334,93.87,97.08,88.88888888888889,80.0,84.61538461538461,Good
55.19,0,28.57142857142857,47.07,26.02,22.727272727272727,20.454545454545453,9.090909090909092,Poor
81.0,100,71.42857142857143,78.94,64.45,55.55555555555556,50.0,75.0,Average
44.72,0,14.285714285714285,21.51,42.62,15.789473684210526,14.210526315789473,16.666666666666664,Poor
62.06,100,80.0,55.67,66.98,64.70588235294117,58.23529411764706,72.72727272727273,Average
58.2,0,20.0,38.75,45.35,4.545454545454546,4.090909090909092,9.090909090909092,Poor
40.9,0,14.285714285714285,25.48,23.73,4.545454545454546,4.090909090909092,23.076923076923077,Poor
96.19,100,75.0,96.98,76.81,100.0,90.0,88.88888888888889,Good
97.46,100,83.33333333333334,88.23,76.2,85.71428571428571,77.14285714285714,84.61538461538461,Good
81.5,0,75.0,67.29,64.57,78.26086956521739,70.43478260869566,66.66666666666666,Average
97.41,100,100.0,89.48,81.01,91.30434782608695,82.17391304347827,88.88888888888889,Good
57.21,0,14.285714285714285,37.2,48.85,22.22222222222222,20.0,25.0,Poor
94.22,100,83.33333333333334,92.22,80.43,87.5,78.75,92.85714285714286,Good
44.83,0,28.57142857142857,36.87,45.55,33.33333333333333,29.999999999999996,33.33333333333333,Poor
48.91,0,25.0,25.39,22.51,15.789473684210526,14.210526315789473,12.5,Poor
98.31,100,83.33333333333334,83.84,90.79,85.0,76.5,92.85714285714286,Good
82.61,0,50.0,77.3,60.78,87.5,78.75,83.33333333333334,Average
97.37,100,83.33333333333334,83.48,91.54,100.0,90.0,85.71428571428571,Good
66.56,100,80.0,52.96,52.51,60.0,54.0,53.84615384615385,Average
94.46,100,100.0,80.44,88.67,95.65217391304348,86.08695652173914,85.71428571428571,Good
80.63,0,75.0,71.62,63.5,70.58823529411765,63.52941176470589,62.5,Average
61.66,100,50.0,58.19,50.49,77.27272727272727,69.54545454545455,83.33333333333334,Average
45.78,0,14.285714285714285,46.45,46.85,41.66666666666667,37.50000000000001,7.142857142857142,Poor
57.26,0,20.0,40.33,36.89,21.73913043478261,19.565217391304348,30.0,Poor
94.84,100,83.33333333333334,82.77,86.16,100.0,90.0,91.66666666666666,Good
72.63,100,80.0,60.32,71.79,72.72727272727273,65.45454545454547,55.55555555555556,Average
44.85,0,20.0,36.18,33.74,26.08695652173913,23.478260869565215,25.0,Poor
43.38,0,25.0,24.57,36.81,6.666666666666667,6.0,22.22222222222222,Poor
99.76,100,100.0,98.33,97.42,88.88888888888889,80.0,84.61538461538461,Good
67.87,0,83.33333333333334,55.32,55.51,85.0,76.5,50.0,Average
52.46,0,20.0,31.51,27.43,45.45454545454545,40.90909090909091,7.142857142857142,Poor
84.29,100,60.0,59.64,70.07,79.16666666666666,71.25,50.0,Average
82.64,0,57.14285714285714,50.21,56.64,65.0,58.5,84.61538461538461,Average
66.3,0,80.0,60.87,58.16,57.89473684210527,52.10526315789474,88.88888888888889,Average
73.36,0,50.0,56.94,69.89,93.75,84.375,77.77777777777779,Average
53.75,0,28.57142857142857,35.66,35.9,5.0,4.5,20.0,Poor
92.24,100,100.0,83.73,97.36,90.47619047619048,81.42857142857143,87.5,Good
68.4,0,71.42857142857143,51.67,63.45,91.66666666666666,82.5,85.71428571428571,Average
98.01,100,100.0,96.82,85.51,83.33333333333334,75.00000000000001,81.81818181818183,Good
86.91,100,80.0,95.79,85.74,83.33333333333334,75.00000000000001,77.77777777777779,Good
86.38,100,100.0,81.86,82.11,93.33333333333333,84.0,84.61538461538461,Good
99.2,100,100.0,92.91,98.09,95.83333333333334,86.25000000000001,100.0,Good
80.53,100,50.0,69.07,63.68,69.56521739130434,62.608695652173914,70.0,Average
75.43,100,66.66666666666666,56.86,58.47,66.66666666666666,59.99999999999999,75.0,Average
90.76,100,75.0,80.61,96.23,100.0,90.0,77.77777777777779,Good
86.61,100,100.0,97.75,80.43,93.33333333333333,84.0,100.0,Good
46.38,0,16.666666666666664,45.09,34.57,10.526315789473683,9.473684210526315,20.0,Poor
98.36,100,100.0,80.58,97.77,95.65217391304348,86.08695652173914,80.0,Good
49.84,0,14.285714285714285,33.65,47.65,21.73913043478261,19.565217391304348,11.11111111111111,Poor
56.33,0,28.57142857142857,37.96,39.25,22.727272727272727,20.454545454545453,27.27272727272727,Poor
83.42,100,80.0,60.45,62.99,95.0,85.5,75.0,Good
54.11,0,25.0,21.71,43.42,23.52941176470588,21.176470588235293,15.384615384615385,Poor
68.0,0,60.0,77.55,63.63,60.0,54.0,78.57142857142857,Average
62.3,0,75.0,50.34,56.76,90.0,81.0,64.28571428571429,Average
48.96,0,33.33333333333333,39.8,25.06,33.33333333333333,29.999999999999996,30.76923076923077,Poor
68.52,0,71.42857142857143,66.37,69.32,81.25,73.125,61.53846153846154,Average
67.58,0,57.14285714285714,58.56,58.81,61.111111111111114,55.00000000000001,90.9090909090909,Average
93.72,100,83.33333333333334,85.71,80.21,100.0,90.0,88.88888888888889,Good
91.94,100,83.33333333333334,80.04,76.92,100.0,90.0,83.33333333333334,Good
43.36,0,16.666666666666664,31.29,38.35,12.5,11.25,9.090909090909092,Poor
92.28,100,85.71428571428571,80.98,75.7,89.47368421052632,80.52631578947368,100.0,Good
81.94,0,71.42857142857143,77.94,66.06,88.88888888888889,80.0,63.63636363636363,Average
84.08,100,71.42857142857143,60.25,57.13,77.77777777777779,70.00000000000001,53.84615384615385,Average
96.74,100,100.0,89.93,93.44,87.5,78.75,92.3076923076923,Good
51.85,0,25.0,33.29,26.03,8.333333333333332,7.499999999999999,40.0,Poor
66.12,100,66.66666666666666,67.12,52.22,66.66666666666666,59.99999999999999,70.0,Average
78.63,100,85.71428571428571,60.58,59.16,88.23529411764706,79.41176470588235,50.0,Average
97.17,100,75.0,95.09,91.73,100.0,90.0,100.0,Good
81.61,0,57.14285714285714,79.68,62.41,86.95652173913044,78.26086956521739,54.54545454545454,Average
49.37,0,33.33333333333333,22.46,21.27,38.88888888888889,35.00000000000001,36.36363636363637,Poor
92.58,100,80.0,94.03,94.23,87.5,78.75,100.0,Good
40.41,0,20.0,38.74,29.58,23.52941176470588,21.176470588235293,30.0,Poor
71.55,0,80.0,77.94,63.47,60.0,54.0,66.66666666666666,Average
67.44,100,80.0,67.67,74.24,90.9090909090909,81.81818181818181,63.63636363636363,Good
84.67,100,50.0,52.45,57.36,79.16666666666666,71.25,75.0,Average
81.26,100,71.42857142857143,55.38,51.29,85.0,76.5,63.63636363636363,Average
74.88,100,60.0,60.9,55.06,62.5,56.25,62.5,Average
92.92,100,100.0,83.73,76.88,95.0,85.5,75.0,Good
98.66,100,100.0,88.08,75.39,86.95652173913044,78.26086956521739,90.0,Good
89.64,100,100.0,81.57,98.57,100.0,90.0,90.0,Good
67.84,0,66.66666666666666,78.79,60.45,85.71428571428571,77.14285714285714,55.55555555555556,Average
70.31,0,80.0,75.05,71.18,82.6086956521739,74.34782608695652,72.72727272727273,Average
41.33,0,25.0,48.16,25.84,26.666666666666668,24.0,36.36363636363637,Poor
98.79,100,100.0,83.99,99.44,88.88888888888889,80.0,85.71428571428571,Good
65.13,100,85.71428571428571,51.79,65.68,95.45454545454545,85.9090909090909,60.0,Average
60.33,0,60.0,65.98,64.95,93.75,84.375,62.5,Average
64.19,100,75.0,57.24,68.9,56.25,50.625,84.61538461538461,Average
82.46,100,85.71428571428571,61.06,72.97,90.47619047619048,81.42857142857143,80.0,Good
66.04,0,83.33333333333334,79.96,69.03,62.5,56.25,91.66666666666666,Average
72.96,100,71.42857142857143,68.41,52.24,80.0,72.0,91.66666666666666,Average
96.64,100,80.0,99.11,75.1,95.83333333333334,86.25000000000001,100.0,Good
92.38,100,80.0,84.82,80.66,88.23529411764706,79.41176470588235,80.0,Good
76.26,0,71.42857142857143,74.56,58.37,90.0,81.0,69.23076923076923,Average
90.72,100,100.0,97.84,77.98,80.0,72.0,100.0,Good
86.18,100,80.0,96.38,87.55,91.66666666666666,82.5,100.0,Good
77.85,0,75.0,63.35,68.85,63.1578947368421,56.84210526315789,70.0,Average
54.22,0,33.33333333333333,38.87,20.36,20.0,18.0,11.11111111111111,Poor
87.34,100,75.0,85.23,99.89,86.36363636363636,77.72727272727272,75.0,Good
43.73,0,20.0,26.45,39.99,21.73913043478261,19.565217391304348,33.33333333333333,Poor
66.09,100,60.0,52.88,58.84,81.25,73.125,60.0,Average
53.86,0,25.0,29.34,25.62,16.666666666666664,14.999999999999998,28.57142857142857,Poor
54.83,0,28.57142857142857,32.21,24.22,36.36363636363637,32.727272727272734,25.0,Poor
57.77,0,16.666666666666664,34.61,20.0,40.909090909090914,36.81818181818182,37.5,Poor
50.74,0,28.57142857142857,26.25,38.22,44.44444444444444,40.0,15.384615384615385,Poor
55.02,0,20.0,40.76,21.46,30.434782608695656,27.39130434782609,30.0,Poor
66.75,0,75.0,58.81,50.02,80.0,72.0,85.71428571428571,Average
57.21,0,33.33333333333333,22.86,36.31,23.52941176470588,21.176470588235293,37.5,Poor
93.14,100,100.0,96.12,83.75,95.65217391304348,86.08695652173914,87.5,Good
97.51,100,100.0,82.49,96.32,86.66666666666667,78.0,100.0,Good
42.02,0,28.57142857142857,26.29,41.91,5.0,4.5,40.0,Poor
85.89,100,100.0,95.54,88.79,83.33333333333334,75.00000000000001,91.66666666666666,Good
73.16,100,57.14285714285714,67.71,67.77,77.77777777777779,70.00000000000001,61.53846153846154,Average
96.97,100,75.0,89.2,92.65,81.25,73.125,81.81818181818183,Good
85.02,100,100.0,86.71,87.16,82.35294117647058,74.11764705882352,91.66666666666666,Good
99.88,100,83.33333333333334,88.7,87.98,90.47619047619048,81.42857142857143,80.0,Good
84.75,100,85.71428571428571,78.22,56.48,87.5,78.75,62.5,Good
96.8,100,75.0,91.62,91.32,95.0,85.5,84.61538461538461,Good
41.4,0,14.285714285714285,31.1,45.39,4.166666666666666,3.7499999999999996,37.5,Poor
63.59,100,71.42857142857143,73.07,52.16,91.66666666666666,82.5,81.81818181818183,Average
88.95,100,85.71428571428571,84.65,77.34,95.83333333333334,86.25000000000001,90.0,Good
99.58,100,75.0,98.07,79.89,100.0,90.0,92.85714285714286,Good
78.88,0,60.0,76.76,51.18,84.21052631578947,75.78947368421052,70.0,Average
82.58,0,71.42857142857143,68.64,56.19,57.89473684210527,52.10526315789474,90.9090909090909,Average
86.98,100,100.0,86.66,90.66,95.83333333333334,86.25000000000001,92.85714285714286,Good
98.7,100,100.0,87.12,90.78,84.21052631578947,75.78947368421052,92.3076923076923,Good
82.79,100,83.33333333333334,77.07,57.79,77.77777777777779,70.00000000000001,76.92307692307693,Good
45.45,0,20.0,41.1,28.99,33.33333333333333,29.999999999999996,27.27272727272727,Poor
55.01,0,33.33333333333333,39.81,25.92,13.333333333333334,12.0,25.0,Poor
86.17,100,75.0,82.21,84.65,100.0,90.0,100.0,Good
43.68,0,33.33333333333333,34.2,33.44,23.809523809523807,21.428571428571427,20.0,Poor
95.22,100,83.33333333333334,92.98,84.84,100.0,90.0,81.81818181818183,Good
95.82,100,100.0,94.5,78.15,93.33333333333333,84.0,100.0,Good
74.0,0,75.0,56.06,70.4,93.33333333333333,84.0,70.0,Average
79.85,0,85.71428571428571,62.64,57.13,82.6086956521739,74.34782608695652,60.0,Average
94.25,100,80.0,99.58,84.42,100.0,90.0,88.88888888888889,Good
65.74,100,50.0,75.3,58.75,66.66666666666666,59.99999999999999,61.53846153846154,Average
62.0,0,80.0,67.76,68.14,81.81818181818183,73.63636363636364,90.0,Average
96.99,100,100.0,81.9,96.61,87.5,78.75,100.0,Good
67.29,0,85.71428571428571,70.63,50.96,90.47619047619048,81.42857142857143,70.0,Average
47.94,0,28.57142857142857,40.93,43.29,25.0,22.5,16.666666666666664,Poor
43.57,0,20.0,38.95,46.37,45.83333333333333,41.25,12.5,Poor
80.93,100,50.0,53.78,71.71,75.0,67.5,92.85714285714286,Average
40.32,0,16.666666666666664,20.55,21.55,25.0,22.5,27.27272727272727,Poor
56.64,0,28.57142857142857,46.53,28.32,44.44444444444444,40.0,21.428571428571427,Poor
82.78,100,50.0,75.65,54.2,70.83333333333334,63.75000000000001,85.71428571428571,Average
95.89,100,100.0,89.89,94.19,94.11764705882352,84.70588235294117,87.5,Good
80.89,100,80.0,72.92,59.99,56.52173913043478,50.869565217391305,62.5,Average
79.65,0,85.71428571428571,74.65,65.75,55.55555555555556,50.0,64.28571428571429,Average
92.7,100,100.0,87.44,98.74,90.9090909090909,81.81818181818181,75.0,Good
85.31,100,80.0,88.98,93.58,85.71428571428571,77.14285714285714,90.0,Good
93.29,100,100.0,87.99,84.74,93.33333333333333,84.0,87.5,Good
86.47,100,100.0,95.26,88.37,100.0,90.0,90.9090909090909,Good
95.36,100,75.0,98.74,85.7,90.47619047619048,81.42857142857143,100.0,Good
63.08,100,50.0,71.74,53.2,85.71428571428571,77.14285714285714,85.71428571428571,Average
95.74,100,85.71428571428571,83.41,91.48,93.75,84.375,91.66666666666666,Good
49.42,0,25.0,39.61,42.78,42.10526315789473,37.89473684210526,7.142857142857142,Poor
42.74,0,25.0,30.8,22.16,36.84210526315789,33.1578947368421,36.36363636363637,Poor
91.74,100,100.0,99.05,87.68,100.0,90.0,77.77777777777779,Good
54.71,0,14.285714285714285,30.38,31.45,42.857142857142854,38.57142857142857,28.57142857142857,Poor
75.37,0,85.71428571428571,54.76,53.46,66.66666666666666,59.99999999999999,91.66666666666666,Average
97.95,100,80.0,84.33,88.56,93.75,84.375,87.5,Good
94.41,100,100.0,80.59,79.13,87.5,78.75,90.0,Good
48.2,0,20.0,43.89,31.15,23.809523809523807,21.428571428571427,21.428571428571427,Poor
95.16,100,100.0,96.46,77.37,90.9090909090909,81.81818181818181,100.0,Good
41.35,0,20.0,42.36,22.28,39.130434782608695,35.21739130434783,33.33333333333333,Poor
47.37,0,20.0,45.64,37.34,11.11111111111111,10.0,25.0,Poor
70.73,100,60.0,62.38,71.96,93.75,84.375,90.9090909090909,Average
75.75,100,80.0,57.58,56.65,56.52173913043478,50.869565217391305,50.0,Average
42.73,0,25.0,25.72,29.5,31.818181818181817,28.636363636363637,25.0,Poor
53.9,0,20.0,48.65,41.73,26.666666666666668,24.0,9.090909090909092,Poor
82.26,100,60.0,52.6,62.52,94.11764705882352,84.70588235294117,88.88888888888889,Average
90.67,100,100.0,86.99,78.73,90.47619047619048,81.42857142857143,92.85714285714286,Good
41.49,0,20.0,25.55,23.13,5.0,4.5,7.6923076923076925,Poor
58.07,0,28.57142857142857,46.94,37.58,5.555555555555555,5.0,10.0,Poor
97.5,100,80.0,86.11,77.65,90.0,81.0,83.33333333333334,Good
80.08,100,75.0,78.8,67.43,87.5,78.75,77.77777777777779,Good
80.63,100,60.0,65.37,57.57,95.45454545454545,85.9090909090909,90.0,Average
69.5,0,80.0,57.87,65.85,95.0,85.5,78.57142857142857,Average
40.98,0,20.0,33.42,44.54,6.666666666666667,6.0,21.428571428571427,Poor
65.55,0,66.66666666666666,76.28,62.46,66.66666666666666,59.99999999999999,87.5,Average
69.09,0,75.0,79.01,57.71,91.30434782608695,82.17391304347827,92.3076923076923,Average
59.23,0,25.0,39.64,40.58,11.76470588235294,10.588235294117647,41.66666666666667,Poor
57.81,0,25.0,24.13,34.98,20.0,18.0,8.333333333333332,Poor
89.43,100,85.71428571428571,94.86,82.82,91.30434782608695,82.17391304347827,100.0,Good
55.16,0,20.0,41.99,33.26,26.666666666666668,24.0,18.181818181818183,Poor
86.03,100,80.0,80.72,85.56,100.0,90.0,81.81818181818183,Good
53.43,0,20.0,26.77,41.24,22.727272727272727,20.454545454545453,37.5,Poor
79.39,0,75.0,50.77,51.59,94.73684210526315,85.26315789473684,71.42857142857143,Average
66.67,100,66.66666666666666,57.58,74.97,65.0,58.5,83.33333333333334,Average
89.08,100,100.0,99.7,99.06,85.71428571428571,77.14285714285714,92.3076923076923,Good
90.66,100,75.0,93.05,86.88,94.44444444444444,85.0,88.88888888888889,Good
90.64,100,83.33333333333334,91.6,88.0,91.30434782608695,82.17391304347827,90.0,Good
91.96,100,100.0,96.29,77.83,93.33333333333333,84.0,92.85714285714286,Good
80.66,0,71.42857142857143,53.94,66.34,73.33333333333333,66.0,76.92307692307693,Average
82.43,100,60.0,55.89,73.81,75.0,67.5,75.0,Average
64.91,0,50.0,65.72,60.15,80.0,72.0,88.88888888888889,Average
81.62,100,50.0,59.84,71.92,72.72727272727273,65.45454545454547,71.42857142857143,Average
52.24,0,28.57142857142857,39.56,29.47,20.0,18.0,9.090909090909092,Poor
80.04,100,50.0,51.47,52.17,75.0,67.5,90.0,Average
62.25,100,85.71428571428571,52.76,71.7,88.23529411764706,79.41176470588235,81.81818181818183,Good
83.19,100,50.0,60.9,63.93,73.91304347826086,66.52173913043478,62.5,Average
97.01,100,100.0,97.32,91.33,85.71428571428571,77.14285714285714,92.3076923076923,Good
62.92,0,50.0,69.09,62.27,73.91304347826086,66.52173913043478,70.0,Average
95.55,100,100.0,80.74,95.98,90.0,81.0,92.85714285714286,Good
83.77,0,83.33333333333334,51.83,53.32,57.14285714285714,51.42857142857142,80.0,Average
43.1,0,25.0,20.21,42.75,23.809523809523807,21.428571428571427,25.0,Poor
92.98,100,75.0,92.22,83.45,95.45454545454545,85.9090909090909,100.0,Good
98.51,100,100.0,97.07,76.9,88.23529411764706,79.41176470588235,90.9090909090909,Good
80.43,100,75.0,53.9,66.99,85.0,76.5,66.66666666666666,Average
95.87,100,85.71428571428571,83.22,79.7,87.5,78.75,91.66666666666666,Good
87.22,100,100.0,90.3,78.65,89.47368421052632,80.52631578947368,90.0,Good
87.68,100,100.0,82.35,85.65,91.66666666666666,82.5,92.85714285714286,Good
61.29,100,50.0,57.48,55.6,82.35294117647058,74.11764705882352,92.3076923076923,Average
99.56,100,100.0,90.29,84.45,88.88888888888889,80.0,100.0,Good
87.19,100,100.0,95.06,80.9,87.5,78.75,90.9090909090909,Good
94.66,100,100.0,87.86,82.45,100.0,90.0,77.77777777777779,Good
43.35,0,20.0,22.2,44.89,29.166666666666668,26.25,38.46153846153847,Poor
69.05,100,50.0,72.68,54.59,58.82352941176471,52.94117647058824,80.0,Average
93.93,100,100.0,95.34,97.6,100.0,90.0,90.9090909090909,Good
56.44,0,20.0,23.43,28.94,5.88235294117647,5.294117647058823,7.142857142857142,Poor
83.89,0,80.0,60.75,70.15,82.35294117647058,74.11764705882352,78.57142857142857,Average
99.61,100,85.71428571428571,96.88,95.75,89.47368421052632,80.52631578947368,91.66666666666666,Good
98.89,100,85.71428571428571,83.81,87.08,88.88888888888889,80.0,88.88888888888889,Good
65.43,100,57.14285714285714,51.08,57.92,70.58823529411765,63.52941176470589,57.14285714285714,Average
81.06,100,57.14285714285714,64.36,63.62,93.75,84.375,76.92307692307693,Average
96.05,100,83.33333333333334,85.45,97.81,95.45454545454545,85.9090909090909,90.9090909090909,Good
88.7,100,100.0,92.65,80.62,95.0,85.5,100.0,Good
59.48,0,20.0,36.42,42.16,23.809523809523807,21.428571428571427,16.666666666666664,Poor
93.16,100,100.0,93.16,79.42,80.0,72.0,83.33333333333334,Good
50.22,0,25.0,39.78,30.96,29.411764705882355,26.47058823529412,27.27272727272727,Poor
86.53,100,83.33333333333334,98.55,84.84,84.21052631578947,75.78947368421052,85.71428571428571,Good
64.7,0,57.14285714285714,59.15,52.58,88.88888888888889,80.0,69.23076923076923,Average
62.55,100,66.66666666666666,59.0,68.83,60.86956521739131,54.78260869565218,66.66666666666666,Average
68.02,100,50.0,65.69,54.68,91.30434782608695,82.17391304347827,53.84615384615385,Average
67.92,0,85.71428571428571,65.04,69.58,63.1578947368421,56.84210526315789,87.5,Average
46.11,0,25.0,43.79,34.41,33.33333333333333,29.999999999999996,7.142857142857142,Poor
60.04,0,57.14285714285714,65.57,64.15,72.22222222222221,65.0,60.0,Average
92.42,100,100.0,83.04,75.62,100.0,90.0,85.71428571428571,Good
98.9,100,85.71428571428571,84.33,93.72,83.33333333333334,75.00000000000001,83.33333333333334,Good
74.53,0,57.14285714285714,64.21,50.03,65.0,58.5,63.63636363636363,Poor
57.81,0,25.0,26.9,24.04,10.526315789473683,9.473684210526315,12.5,Poor
92.17,100,100.0,95.39,75.56,89.47368421052632,80.52631578947368,100.0,Good
62.4,100,85.71428571428571,50.83,63.15,80.0,72.0,75.0,Average
70.89,0,85.71428571428571,55.07,64.44,65.21739130434783,58.69565217391305,54.54545454545454,Average
42.53,0,25.0,44.93,41.8,42.857142857142854,38.57142857142857,14.285714285714285,Poor
70.43,100,60.0,78.26,61.53,94.44444444444444,85.0,80.0,Good
64.52,100,83.33333333333334,50.92,61.17,90.0,81.0,72.72727272727273,Average
74.91,100,60.0,64.33,50.15,86.66666666666667,78.0,57.14285714285714,Average
92.67,100,80.0,81.28,97.1,86.66666666666667,78.0,90.9090909090909,Good
41.22,0,25.0,21.29,32.09,38.88888888888889,35.00000000000001,15.384615384615385,Poor
85.19,100,100.0,90.27,94.89,85.0,76.5,83.33333333333334,Good
88.83,100,100.0,97.46,99.15,100.0,90.0,100.0,Good
68.37,100,50.0,73.26,55.81,76.19047619047619,68.57142857142857,54.54545454545454,Average
99.19,100,85.71428571428571,82.01,97.03,82.35294117647058,74.11764705882352,85.71428571428571,Good
91.68,100,100.0,99.62,95.98,90.47619047619048,81.42857142857143,87.5,Good
50.39,0,33.33333333333333,49.68,44.64,17.647058823529413,15.882352941176473,35.714285714285715,Poor
93.07,100,80.0,88.86,98.7,100.0,90.0,100.0,Good
68.65,100,60.0,66.15,56.85,86.66666666666667,78.0,77.77777777777779,Average
85.86,100,100.0,99.06,97.82,94.11764705882352,84.70588235294117,100.0,Good
74.24,100,71.42857142857143,55.6,53.95,85.0,76.5,75.0,Average
96.23,100,100.0,95.65,76.32,93.75,84.375,100.0,Good
62.22,100,50.0,65.12,72.7,90.47619047619048,81.42857142857143,85.71428571428571,Average
86.0,100,80.0,87.81,78.4,100.0,90.0,84.61538461538461,Good
98.64,100,100.0,88.22,92.76,100.0,90.0,87.5,Good
62.89,100,75.0,71.11,50.83,66.66666666666666,59.99999999999999,66.66666666666666,Average
48.42,0,20.0,42.49,47.18,26.08695652173913,23.478260869565215,23.076923076923077,Poor
76.59,100,66.66666666666666,51.06,58.73,95.23809523809523,85.71428571428571,87.5,Average
55.95,0,33.33333333333333,31.35,44.42,26.08695652173913,23.478260869565215,7.6923076923076925,Poor
91.18,100,85.71428571428571,93.97,84.5,100.0,90.0,100.0,Good
56.23,0,16.666666666666664,36.64,40.46,13.043478260869565,11.739130434782608,11.11111111111111,Poor
62.15,100,60.0,56.89,69.96,84.21052631578947,75.78947368421052,81.81818181818183,Average
42.27,0,14.285714285714285,21.09,21.73,27.77777777777778,25.0,22.22222222222222,Poor
47.8,0,28.57142857142857,45.4,22.67,44.44444444444444,40.0,37.5,Poor
45.1,0,28.57142857142857,32.49,20.99,30.0,27.0,20.0,Poor
56.36,0,20.0,45.67,41.2,17.391304347826086,15.652173913043478,36.36363636363637,Poor
40.76,0,20.0,28.39,29.53,37.5,33.75,20.0,Poor
53.2,0,33.33333333333333,38.09,23.73,38.095238095238095,34.285714285714285,33.33333333333333,Poor
65.43,0,66.66666666666666,79.77,50.52,60.0,54.0,60.0,Average
91.17,100,100.0,89.48,99.28,86.95652173913044,78.26086956521739,100.0,Good
92.87,100,100.0,91.34,85.41,88.88888888888889,80.0,87.5,Good
68.3,0,80.0,74.49,51.42,60.86956521739131,54.78260869565218,81.81818181818183,Average
42.52,0,14.285714285714285,37.79,29.99,15.0,13.5,30.0,Poor
77.61,100,60.0,61.66,57.78,88.88888888888889,80.0,61.53846153846154,Average
74.93,0,75.0,52.84,61.34,94.73684210526315,85.26315789473684,83.33333333333334,Average
56.93,0,20.0,31.4,31.41,29.411764705882355,26.47058823529412,33.33333333333333,Poor
81.03,0,50.0,78.98,50.46,66.66666666666666,59.99999999999999,70.0,Average
89.62,100,75.0,82.45,85.63,95.0,85.5,100.0,Good
95.47,100,100.0,84.27,95.94,100.0,90.0,100.0,Good
95.13,100,100.0,90.56,80.8,100.0,90.0,77.77777777777779,Good
84.16,0,80.0,68.84,65.47,66.66666666666666,59.99999999999999,87.5,Average
85.79,100,83.33333333333334,93.21,86.88,90.47619047619048,81.42857142857143,100.0,Good
82.48,100,60.0,71.93,71.06,77.77777777777779,70.00000000000001,81.81818181818183,Average
95.33,100,100.0,87.02,90.9,93.75,84.375,92.85714285714286,Good
43.44,0,25.0,43.44,24.68,19.047619047619047,17.142857142857142,40.0,Poor
94.31,100,100.0,87.18,76.91,95.65217391304348,86.08695652173914,100.0,Good
86.67,100,100.0,93.16,88.73,94.11764705882352,84.70588235294117,87.5,Good
50.23,0,33.33333333333333,36.32,21.62,45.45454545454545,40.90909090909091,14.285714285714285,Poor
50.36,0,20.0,49.82,42.01,4.3478260869565215,3.9130434782608696,25.0,Poor
90.83,100,100.0,98.01,90.45,100.0,90.0,85.71428571428571,Good
51.45,0,20.0,40.58,40.69,4.761904761904762,4.285714285714286,41.66666666666667,Poor
97.87,100,75.0,87.19,96.36,100.0,90.0,100.0,Good
78.09,100,71.42857142857143,64.86,56.4,95.0,85.5,87.5,Good
44.57,0,14.285714285714285,45.09,23.94,26.666666666666668,24.0,25.0,Poor
57.01,0,14.285714285714285,45.45,48.74,11.11111111111111,10.0,25.0,Poor
87.49,100,100.0,83.46,80.04,100.0,90.0,92.85714285714286,Good
82.52,100,66.66666666666666,55.62,65.07,66.66666666666666,59.99999999999999,63.63636363636363,Average
47.44,0,16.666666666666664,42.25,24.47,12.5,11.25,36.36363636363637,Poor
